,game_name,platform,year_of_release,genre,na_sales,eu_sales,ru_sales,other_sales,critic_score,user_score,rating_type,total_sales,descryption
1501,barbie as the island princess,ds,2007,adventure,0.28,0.01,0.0,0.02,-1.0,-1.0,e,0.31000000000000005,для всех
1502,mega man battle network 2,gba,2002,action,0.22,0.08,0.0,0.01,81.0,9.0,e,0.31,для всех
1503,major league baseball 2k8,ps3,2008,sports,0.28,0.0,0.0,0.03,67.0,5.6,e,0.31000000000000005,для всех
1504,simanimals,wii,2009,simulation,0.14,0.13,0.0,0.03,58.0,2.1,e,0.30000000000000004,для всех
1505,tiger woods pga tour 06,x360,2005,sports,0.28,0.0,0.0,0.02,71.0,7.4,e,0.30000000000000004,для всех
1506,jonah lomu rugby challenge,x360,2011,sports,0.09,0.19,0.0,0.03,73.0,6.0,e,0.31000000000000005,для всех
1507,nascar thunder 2003,gc,2002,racing,0.24,0.06,0.0,0.01,85.0,6.6,e,0.31,для всех
1508,mega man zero collection,ds,2010,platform,0.17,0.01,0.11,0.02,78.0,8.9,e,0.31000000000000005,для всех
1509,pro evolution soccer 2013,x360,2012,sports,0.08,0.2,0.0,0.03,82.0,6.9,e,0.31000000000000005,для всех
1510,star wars racer revenge,ps2,2002,racing,0.15,0.12,0.0,0.04,73.0,8.5,e,0.31,для всех
1511,ncaa final four 2002,ps2,2001,sports,0.15,0.12,0.0,0.04,52.0,6.5,e,0.31,для всех
1512,music maker,ps2,2001,misc,0.15,0.12,0.0,0.04,-1.0,-1.0,e,0.31,для всех
1513,math play,ds,2006,puzzle,0.28,0.0,0.0,0.02,-1.0,-1.0,e,0.30000000000000004,для всех
1514,disney's the emperor's new groove,ps,2000,platform,0.17,0.12,0.0,0.02,66.0,7.2,e,0.31000000000000005,для всех
1515,disney's stitch: experiment 626,ps2,2002,action,0.15,0.12,0.0,0.04,59.0,7.8,e,0.31,для всех
1516,nba live 08,psp,2007,sports,0.28,0.0,0.0,0.02,73.0,6.2,e,0.30000000000000004,для всех
1517,midtown madness 3,xb,2003,racing,0.23,0.07,0.0,0.01,76.0,8.3,e,0.31000000000000005,для всех
1518,shrek swamp kart speedway,gba,2002,racing,0.22,0.08,0.0,0.01,27.0,8.9,e,0.31,для всех
1519,spyro: attack of the rhynocs,gba,2003,platform,0.22,0.08,0.0,0.01,72.0,7.5,e,0.31,для всех
1520,nascar 2011: the game,x360,2011,racing,0.29,0.0,0.0,0.02,62.0,4.1,e,0.31,для всех
1521,mario party: star rush,3ds,2016,misc,0.08,0.13,0.08,0.02,68.0,6.8,e,0.31000000000000005,для всех
1522,burnout,gc,2002,racing,0.23,0.06,0.0,0.01,78.0,7.9,e,0.30000000000000004,для всех
1523,lizzie mcguire 3: homecoming havoc,gba,2005,platform,0.22,0.08,0.0,0.01,59.0,-1.0,e,0.31,для всех
1524,charlie and the chocolate factory,gba,2005,adventure,0.22,0.08,0.0,0.01,36.0,3.8,e,0.31,для всех
1525,the dukes of hazzard ii: daisy dukes it out,ps,2077,racing,0.17,0.11,0.0,0.02,53.0,-1.0,e,0.30000000000000004,для всех
1526,looney tunes: duck amuck,ds,2007,action,0.28,0.0,0.0,0.02,66.0,-1.0,e,0.30000000000000004,для всех
1527,romance of the three kingdoms viii,ps2,2002,strategy,0.05,0.04,0.19,0.01,77.0,8.9,e,0.29000000000000004,для всех
1528,hard hitter tennis,ps2,2001,sports,0.15,0.11,0.0,0.04,-1.0,-1.0,e,0.3,для всех
1529,f1 2013,x360,2013,racing,0.01,0.27,0.0,0.02,79.0,6.6,e,0.30000000000000004,для всех
1530,crazy taxi: catch a ride,gba,2003,racing,0.21,0.08,0.0,0.01,48.0,5.9,e,0.3,для всех
1531,jonas,ds,2009,adventure,0.27,0.0,0.0,0.02,45.0,-1.0,e,0.29000000000000004,для всех
1532,rayman 2: revolution,ps2,2000,platform,0.15,0.11,0.0,0.04,90.0,8.2,e,0.3,для всех
1533,madden nfl 13,psv,2012,sports,0.28,0.0,0.0,0.02,63.0,7.3,e,0.30000000000000004,для всех
1534,nba live 2003,gc,2077,sports,0.23,0.06,0.0,0.01,82.0,8.2,e,0.30000000000000004,для всех
1535,dance dance revolution universe 3,x360,2008,simulation,0.28,0.0,0.0,0.02,65.0,7.7,e,0.30000000000000004,для всех
1536,imagine: family doctor,ds,2009,simulation,0.27,0.01,0.0,0.02,-1.0,-1.0,e,0.30000000000000004,для всех
1537,finding nemo: the continuing adventures,gba,2004,action,0.21,0.08,0.0,0.01,-1.0,-1.0,e,0.3,для всех
1538,spirit: stallion of the cimarron,gba,2002,platform,0.21,0.08,0.0,0.01,46.0,-1.0,e,0.3,для всех
1539,mysims party,ds,2009,simulation,0.15,0.12,0.0,0.03,64.0,-1.0,e,0.30000000000000004,для всех
1540,shark tale,gc,2004,action,0.23,0.06,0.0,0.01,69.0,-1.0,e,0.30000000000000004,для всех
1541,squinkies,ds,2011,misc,0.26,0.02,0.0,0.02,-1.0,-1.0,e,0.30000000000000004,для всех
1542,rapala pro bass fishing 2010,wii,2010,sports,0.22,0.05,0.0,0.03,-1.0,-1.0,e,0.30000000000000004,для всех
1543,teenage mutant ninja turtles,xb,2003,action,0.22,0.06,0.0,0.01,56.0,8.4,e,0.29000000000000004,для всех
1544,shrek the third,ds,2077,action,0.26,0.01,0.0,0.02,70.0,6.5,e,0.29000000000000004,для всех
1545,imagine: makeup artist,ds,2020,simulation,0.27,0.0,0.0,0.02,-1.0,-1.0,e,0.29000000000000004,для всех
1546,shaun white snowboarding: world stage,wii,2009,sports,0.24,0.03,0.0,0.02,72.0,8.7,e,0.29000000000000004,для всех
1547,dreamworks madagascar kartz,ps3,2009,racing,0.19,0.07,0.0,0.04,-1.0,-1.0,e,0.3,для всех
1548,phineas and ferb ride again,ds,2010,action,0.24,0.03,0.0,0.02,-1.0,-1.0,e,0.29000000000000004,для всех
1549,need for speed underground,gba,2003,racing,0.21,0.08,0.0,0.01,77.0,8.2,e,0.3,для всех
1550,nba street v3,gc,2005,sports,0.23,0.06,0.0,0.01,88.0,8.4,e,0.30000000000000004,для всех
1551,nicktoons: battle for volcano island,ds,2006,action,0.27,0.0,0.0,0.02,59.0,-1.0,e,0.29000000000000004,для всех
1552,modnation racers: road trip,psv,2012,racing,0.15,0.09,0.0,0.04,62.0,6.4,e,0.27999999999999997,для всех
1553,nba live 06,x360,2005,sports,0.27,0.0,0.0,0.02,64.0,5.6,e,0.29000000000000004,для всех
1554,exerbeat,wii,2010,sports,0.1,0.16,0.0,0.03,60.0,7.6,e,0.29000000000000004,для всех
1555,alvin and the chipmunks: the squeakquel,ds,2009,misc,0.27,0.0,0.0,0.02,-1.0,-1.0,e,0.29000000000000004,для всех
1556,zoo tycoon 2 ds,ds,2008,strategy,0.24,0.03,0.0,0.02,60.0,5.4,e,0.29000000000000004,для всех
1557,uefa euro 2016,ps4,2016,sports,0.0,0.22,0.04,0.04,72.0,6.6,e,0.3,для всех
1558,imagine: fashion designer world tour,ds,2009,simulation,0.27,0.0,0.0,0.02,-1.0,-1.0,e,0.29000000000000004,для всех
1559,mega man x8,ps2,2004,platform,0.14,0.11,0.0,0.04,68.0,8.5,e,0.29,для всех
1560,ford mustang: the legend lives,ps2,2005,racing,0.14,0.11,0.0,0.04,58.0,7.3,e,0.29,для всех
1561,touchmaster: connect,ds,2010,puzzle,0.1,0.16,0.0,0.03,-1.0,-1.0,e,0.29000000000000004,для всех
1562,duel masters: sempai legends,gba,2003,misc,0.21,0.08,0.0,0.01,69.0,8.0,e,0.3,для всех
1563,john deere: harvest in the heartland,ds,2007,simulation,0.23,0.03,0.0,0.02,43.0,-1.0,e,0.28,для всех
1564,harvest moon: magical melody,wii,2008,simulation,0.23,0.03,0.0,0.02,69.0,8.8,e,0.28,для всех
1565,nicktoons: battle for volcano island,gc,2077,action,0.22,0.06,0.0,0.01,-1.0,7.0,e,0.29000000000000004,для всех
1566,madden nfl 08,xb,2007,sports,0.22,0.06,0.0,0.01,76.0,6.0,e,0.29000000000000004,для всех
1567,fifa soccer 13,3ds,2012,action,0.06,0.2,0.0,0.03,68.0,3.7,e,0.29000000000000004,для всех
1568,sonic boom: shattered crystal,3ds,2014,action,0.17,0.09,0.0,0.03,47.0,6.3,e,0.29000000000000004,для всех
1569,shrek super party,ps2,2002,misc,0.14,0.11,0.0,0.04,30.0,5.1,e,0.29,для всех
1570,mlb power pros,wii,2007,sports,0.23,0.0,0.04,0.02,83.0,8.4,e,0.29000000000000004,для всех
1571,mah jong quest: expeditions,ds,2007,puzzle,0.02,0.25,0.0,0.01,-1.0,-1.0,e,0.28,для всех
1572,angry birds star wars,ps3,2013,strategy,0.1,0.14,0.0,0.05,49.0,3.6,e,0.29000000000000004,для всех
1573,simcity 4,pc,2003,simulation,0.01,0.24,0.0,0.03,84.0,8.7,e,0.28,для всех
1574,looney tunes racing,ps,2000,racing,0.16,0.11,0.0,0.02,71.0,-1.0,e,0.29000000000000004,для всех
1575,rayman 3: hoodlum havoc,ps2,2003,platform,0.14,0.11,0.0,0.04,76.0,8.6,e,0.29,для всех
1576,neopets puzzle adventure,ds,2008,puzzle,0.26,0.0,0.0,0.02,70.0,-1.0,e,0.28,для всех
1577,purr pals,wii,2008,simulation,0.26,0.0,0.0,0.02,-1.0,-1.0,e,0.28,для всех
1578,spyro: a hero's tail,gc,2004,platform,0.22,0.06,0.0,0.01,62.0,8.3,e,0.29000000000000004,для всех
1579,nascar 08,x360,2007,racing,0.26,0.0,0.0,0.02,59.0,5.2,e,0.28,для всех
1580,links 2004,xb,2003,sports,0.21,0.06,0.0,0.01,80.0,9.0,e,0.28,для всех
1581,earthworm jim,gba,2001,platform,0.2,0.08,0.0,0.01,72.0,5.7,e,0.29000000000000004,для всех
1582,bratz: super babyz,ds,2008,action,0.26,0.0,0.0,0.02,50.0,-1.0,e,0.28,для всех
1583,monster 4x4: masters of metal,ps2,2003,racing,0.14,0.11,0.0,0.04,48.0,8.3,e,0.29,для всех
1584,hot shots golf: world invitational,ps3,2012,sports,0.0,0.0,0.28,0.0,-1.0,7.9,e,0.28,для всех
1585,disney's extreme skate adventure,gba,2003,sports,0.2,0.08,0.0,0.01,70.0,-1.0,e,0.29000000000000004,для всех
1586,fifa 15,pc,2014,sports,0.0,0.27,0.0,0.02,82.0,4.2,e,0.29000000000000004,для всех
1587,x-men: reign of apocalypse,gba,2001,action,0.2,0.08,0.0,0.01,61.0,-1.0,e,0.29000000000000004,для всех
1588,atv quad power racing 2,gc,2003,racing,0.22,0.06,0.0,0.01,70.0,9.0,e,0.29000000000000004,для всех
1589,all star cheer squad,ds,2008,sports,0.26,0.0,0.0,0.02,-1.0,-1.0,e,0.28,для всех
1590,baby pals,ds,2007,simulation,0.26,0.01,0.0,0.02,-1.0,-1.0,e,0.29000000000000004,для всех
1591,bratz ponyz,ds,2007,adventure,0.26,0.0,0.0,0.02,-1.0,-1.0,e,0.28,для всех
1592,junior brain trainer 2,ds,2010,misc,0.04,0.2,0.0,0.03,-1.0,-1.0,e,0.27,для всех
1593,harry potter and the sorcerer's stone,ps2,2003,action,0.14,0.11,0.0,0.04,56.0,7.6,e,0.29,для всех
1594,reel fishing: angler's dream,wii,2009,sports,0.25,0.01,0.0,0.02,-1.0,7.5,e,0.28,для всех
1595,hannah montana: spotlight world tour,ps2,2008,action,0.12,0.02,0.0,0.14,-1.0,-1.0,e,0.28,для всех
1596,carol vorderman's sudoku,ps2,2006,puzzle,0.0,0.23,0.0,0.05,75.0,-1.0,e,0.28,для всех
1597,surf's up,ds,2007,sports,0.26,0.0,0.0,0.02,56.0,7.0,e,0.28,для всех
1598,mlb 07: the show,psp,2007,sports,0.26,0.0,0.0,0.02,82.0,7.2,e,0.28,для всех
1599,pitfall: the mayan adventure,gba,2001,platform,0.2,0.07,0.0,0.01,58.0,-1.0,e,0.28,для всех
1600,mega man zx,ds,2006,platform,0.16,0.0,0.1,0.02,76.0,8.3,e,0.28,для всех
1601,disney's treasure planet,gba,2002,action,0.2,0.07,0.0,0.01,68.0,-1.0,e,0.28,для всех
1602,nfl blitz 20-02,ps2,2002,sports,0.14,0.11,0.0,0.04,76.0,8.9,e,0.29,для всех
1603,tony hawk: shred,ps3,2010,sports,0.18,0.06,0.0,0.04,56.0,6.7,e,0.27999999999999997,для всех
1604,disney channel: all star party,wii,2010,misc,0.18,0.08,0.0,0.02,-1.0,-1.0,e,0.28,для всех
1605,ncaa march madness 2005,xb,2004,sports,0.21,0.06,0.0,0.01,80.0,7.8,e,0.28,для всех
1606,corvette,gba,2003,racing,0.2,0.07,0.0,0.01,-1.0,-1.0,e,0.28,для всех
1607,moshi monsters: moshlings theme park,3ds,2012,misc,0.13,0.13,0.0,0.03,-1.0,-1.0,e,0.29000000000000004,для всех
1608,the adventures of jimmy neutron boy genius: attack of the twonkies,gc,2004,action,0.22,0.06,0.0,0.01,65.0,-1.0,e,0.29000000000000004,для всех
1609,nes remix,wiiu,2014,action,0.17,0.0,0.08,0.02,71.0,7.1,e,0.27,для всех
1610,bass strike,ps2,2001,sports,0.14,0.11,0.0,0.04,57.0,5.8,e,0.29,для всех
1611,nhl hitz 20-03,ps2,2002,sports,0.14,0.11,0.0,0.04,82.0,8.4,e,0.29,для всех
1612,monopoly streets,x360,2010,misc,0.16,0.09,0.0,0.02,66.0,6.6,e,0.27,для всех
1613,pac-man fever,gc,2077,misc,0.21,0.06,0.0,0.01,54.0,6.3,e,0.28,для всех
1614,trivial pursuit,ps3,2009,misc,0.12,0.11,0.0,0.05,66.0,7.1,e,0.27999999999999997,для всех
1615,real pool,ps2,2000,sports,0.14,0.11,0.0,0.04,54.0,-1.0,e,0.29,для всех
1616,tom and jerry tales,ds,2006,platform,0.2,0.05,0.0,0.02,-1.0,-1.0,e,0.27,для всех
1617,rugby world cup 2011,x360,2011,sports,0.03,0.21,0.0,0.04,55.0,3.9,e,0.27999999999999997,для всех
1618,the smurfs: dance party,wii,2011,misc,0.21,0.04,0.0,0.02,-1.0,-1.0,e,0.27,для всех
1619,angry birds star wars,x360,2013,strategy,0.16,0.1,0.0,0.02,59.0,5.6,e,0.28,для всех
1620,wappy dog,ds,2011,simulation,0.26,0.0,0.0,0.02,-1.0,-1.0,e,0.28,для всех
1621,ncaa basketball 09,ps2,2008,sports,0.14,0.11,0.0,0.04,55.0,-1.0,e,0.29,для всех
1622,myst iii: exile,ps2,2002,adventure,0.14,0.11,0.0,0.04,57.0,7.0,e,0.29,для всех
1623,patapon 3,psp,2011,misc,0.05,0.03,0.17,0.02,74.0,7.2,e,0.27,для всех
1624,q-ball: billiards master,ps2,2000,sports,0.13,0.1,0.0,0.04,65.0,-1.0,e,0.27,для всех
1625,over the hedge,ds,2006,platform,0.24,0.01,0.0,0.02,71.0,6.4,e,0.27,для всех
1626,motocross maniacs advance,gba,2002,racing,0.2,0.07,0.0,0.0,69.0,-1.0,e,0.27,для всех
1627,nba 2k12,psp,2011,sports,0.22,0.03,0.0,0.03,-1.0,5.0,e,0.28,для всех
1628,nhl hitz 20-02,xb,2001,sports,0.2,0.06,0.0,0.01,79.0,8.7,e,0.27,для всех
1629,grid 2,x360,2013,racing,0.08,0.16,0.0,0.03,78.0,5.8,e,0.27,для всех
1630,trivial pursuit,ps2,2009,misc,0.09,0.01,0.0,0.17,-1.0,-1.0,e,0.27,для всех
1631,dave mirra freestyle bmx: maximum remix,ps,2001,sports,0.15,0.1,0.0,0.02,67.0,8.1,e,0.27,для всех
1632,athens 2004,ps2,2004,sports,0.13,0.1,0.0,0.03,61.0,7.2,e,0.26,для всех
1633,sydney 2000,ps,2000,sports,0.15,0.1,0.0,0.02,57.0,-1.0,e,0.27,для всех
1634,hot wheels: track attack,ds,2010,racing,0.17,0.08,0.0,0.02,-1.0,-1.0,e,0.27,для всех
1635,nicktoons: racing,gba,2002,racing,0.19,0.07,0.0,0.0,78.0,-1.0,e,0.26,для всех
1636,icarly 2: ijoin the click!,ds,2010,adventure,0.25,0.0,0.0,0.02,-1.0,-1.0,e,0.27,для всех
1637,eyepet,psp,2010,simulation,0.02,0.17,0.0,0.09,57.0,-1.0,e,0.28,для всех
1638,rallisport challenge 2,xb,2004,racing,0.18,0.08,0.0,0.01,87.0,9.1,e,0.27,для всех
1639,pac-pix,ds,2005,puzzle,0.16,0.0,0.1,0.01,71.0,7.1,e,0.27,для всех
1640,f1 race stars,x360,2012,racing,0.07,0.17,0.0,0.02,64.0,5.7,e,0.26,для всех
1641,over the hedge,gba,2006,platform,0.19,0.07,0.0,0.0,49.0,-1.0,e,0.26,для всех
1642,wave rally,ps2,2001,racing,0.13,0.1,0.0,0.03,62.0,-1.0,e,0.26,для всех
1643,rollercoaster tycoon 3,pc,2004,strategy,0.01,0.22,0.0,0.04,81.0,5.0,e,0.27,для всех
1644,ty the tasmanian tiger,gc,2002,platform,0.21,0.05,0.0,0.01,69.0,8.7,e,0.27,для всех
1645,wwe road to wrestlemania x8,gba,2002,fighting,0.19,0.07,0.0,0.0,73.0,7.5,e,0.26,для всех
1646,nascar 06: total team control,xb,2005,racing,0.2,0.06,0.0,0.01,79.0,5.9,e,0.27,для всех
1647,rory mcilroy pga tour,xone,2015,action,0.16,0.09,0.0,0.02,60.0,4.3,e,0.27,для всех
1648,nhl 2002,xb,2001,sports,0.2,0.06,0.0,0.01,89.0,8.8,e,0.27,для всех
1649,tiger woods pga tour 07,psp,2006,sports,0.2,0.04,0.0,0.03,78.0,-1.0,e,0.27,для всех
1650,nascar 2011: the game,ps3,2011,racing,0.25,0.0,0.0,0.02,62.0,3.7,e,0.27,для всех
1651,mat hoffman's pro bmx,gba,2001,sports,0.19,0.07,0.0,0.0,71.0,-1.0,e,0.26,для всех
1652,rapala pro bass fishing 2010,ps3,2010,sports,0.18,0.05,0.0,0.03,-1.0,8.5,e,0.26,для всех
1653,motogp,ps2,2000,racing,0.06,0.05,0.14,0.02,77.0,6.0,e,0.27,для всех
1654,nba live 2004,gc,2003,sports,0.21,0.05,0.0,0.01,84.0,9.0,e,0.27,для всех
1655,nascar thunder 2003,xb,2002,racing,0.2,0.06,0.0,0.01,84.0,-1.0,e,0.27,для всех
1656,nfl street 3,psp,2006,sports,0.24,0.0,0.0,0.02,68.0,-1.0,e,0.26,для всех
1657,pro evolution soccer 2013,psp,2012,sports,0.0,0.07,0.18,0.03,-1.0,-1.0,e,0.28,для всех
1658,beyblade: metal masters,ds,2010,action,0.14,0.09,0.0,0.03,65.0,-1.0,e,0.26,для всех
1659,littlest pet shop: beach friends,ds,2009,simulation,0.25,0.0,0.0,0.02,-1.0,-1.0,e,0.27,для всех
1660,ultimate nes remix,3ds,2014,action,0.15,0.09,0.0,0.02,69.0,7.6,e,0.26,для всех
1661,i spy: spooky mansion,wii,2010,puzzle,0.25,0.0,0.0,0.02,-1.0,-1.0,e,0.27,для всех
1662,the bigs,x360,2007,sports,0.18,0.08,0.0,0.0,79.0,8.4,e,0.26,для всех
1663,nba shootout 2001,ps,2000,sports,0.15,0.1,0.0,0.02,71.0,-1.0,e,0.27,для всех
1664,just dance kids 2,wii,2011,misc,0.25,0.0,0.0,0.02,-1.0,-1.0,e,0.27,для всех
1665,pinkalicious,ds,2011,misc,0.25,0.0,0.0,0.02,-1.0,-1.0,e,0.27,для всех
1666,reader rabbit kindergarten,ds,2008,misc,0.25,0.0,0.0,0.02,-1.0,-1.0,e,0.27,для всех
1667,duel masters,ps2,2004,strategy,0.13,0.1,0.0,0.03,66.0,8.3,e,0.26,для всех
1668,super collapse! 3,ds,2007,puzzle,0.25,0.0,0.0,0.02,71.0,-1.0,e,0.27,для всех
1669,ratatouille,x360,2007,action,0.23,0.02,0.0,0.02,56.0,-1.0,e,0.27,для всех
1670,motionsports: adrenaline,x360,2011,sports,0.14,0.1,0.0,0.03,41.0,7.4,e,0.27,для всех
1671,the dog island,ps2,2007,adventure,0.13,0.1,0.0,0.03,-1.0,7.0,e,0.26,для всех
1672,nba 07,ps3,2006,sports,0.24,0.0,0.01,0.02,63.0,6.3,e,0.27,для всех
1673,my japanese coach,ds,2008,misc,0.24,0.0,0.0,0.02,59.0,6.7,e,0.26,для всех
1674,are you smarter than a 5th grader? game time,wii,2009,puzzle,0.25,0.0,0.0,0.02,-1.0,-1.0,e,0.27,для всех
1675,need for speed: most wanted,ds,2005,racing,0.24,0.01,0.0,0.02,45.0,6.1,e,0.27,для всех
1676,espn nba basketball,xb,2003,sports,0.2,0.06,0.0,0.01,87.0,8.2,e,0.27,для всех
1677,fish tycoon,ds,2007,simulation,0.24,0.0,0.0,0.02,46.0,7.0,e,0.26,для всех
1678,america's test kitchen: let's get cooking,ds,2010,simulation,0.25,0.0,0.0,0.02,87.0,5.6,e,0.27,для всех
1679,petz: horsez 2,ps2,2007,simulation,0.13,0.1,0.0,0.03,-1.0,-1.0,e,0.26,для всех
1680,angry birds star wars,wii,2013,strategy,0.15,0.09,0.0,0.02,-1.0,2.8,e,0.26,для всех
1681,tearaway unfolded,ps4,2015,platform,0.09,0.13,0.0,0.04,81.0,8.1,e,0.26,для всех
1682,family feud: 2010 edition,ds,2009,misc,0.24,0.0,0.0,0.02,-1.0,-1.0,e,0.26,для всех
1683,ford racing 3,ps2,2004,racing,0.13,0.1,0.0,0.03,50.0,6.6,e,0.26,для всех
1684,major league baseball 2k10,wii,2010,sports,0.24,0.0,0.0,0.02,53.0,-1.0,e,0.26,для всех
1685,the adventures of jimmy neutron boy genius vs. jimmy negatron,gba,2002,action,0.19,0.07,0.0,0.0,55.0,-1.0,e,0.26,для всех
1686,final fantasy v advance,gba,2006,role-playing,0.0,0.0,0.26,0.01,83.0,7.2,e,0.27,для всех
1687,need for speed: most wanted,gba,2005,racing,0.19,0.07,0.0,0.0,-1.0,8.3,e,0.26,для всех
1688,star trek: invasion,ps,2000,simulation,0.15,0.1,0.0,0.02,76.0,-1.0,e,0.27,для всех
1689,bratz: the movie,wii,2007,simulation,0.23,0.01,0.0,0.02,-1.0,5.0,e,0.26,для всех
1690,angry birds trilogy,x360,2012,action,0.18,0.05,0.0,0.02,63.0,3.5,e,0.24999999999999997,для всех
1691,major league baseball 2k9,wii,2009,sports,0.24,0.0,0.0,0.02,61.0,4.5,e,0.26,для всех
1692,riding spirits,ps2,2002,racing,0.13,0.1,0.0,0.03,59.0,9.0,e,0.26,для всех
1693,project cars,xone,2015,racing,0.11,0.13,0.0,0.02,81.0,5.8,e,0.26,для всех
1694,mlb 09: the show,psp,2009,sports,0.24,0.0,0.0,0.02,78.0,6.9,e,0.26,для всех
1695,bust a groove 2,ps,1999,misc,0.04,0.03,0.18,0.02,66.0,8.9,e,0.27,для всех
1696,ncaa march madness 08,ps2,2007,sports,0.13,0.1,0.0,0.03,-1.0,5.0,e,0.26,для всех
1697,dora the explorer: dora saves the crystal kingdom,wii,2009,misc,0.24,0.0,0.0,0.02,-1.0,-1.0,e,0.26,для всех
1698,dora the explorer: the search for pirate pig's treasure,gba,2002,adventure,0.19,0.07,0.0,0.0,-1.0,-1.0,e,0.26,для всех
1699,babysitting mania,ds,2008,simulation,0.24,0.0,0.0,0.02,-1.0,-1.0,e,0.26,для всех
1700,tiger woods pga tour 10,ps2,2009,sports,0.12,0.01,0.0,0.13,-1.0,-1.0,e,0.26,для всех
1701,summer sports 2: island sports party,wii,2008,sports,0.24,0.0,0.0,0.02,-1.0,-1.0,e,0.26,для всех
1702,imagine: fashion party,wii,2009,simulation,0.24,0.0,0.0,0.02,-1.0,-1.0,e,0.26,для всех
1703,crash nitro kart,gc,2003,racing,0.2,0.05,0.0,0.01,66.0,7.4,e,0.26,для всех
1704,excitebots: trick racing,wii,2009,racing,0.24,0.0,0.0,0.02,77.0,8.6,e,0.26,для всех
1705,frogger's journey: the forgotten relic,gba,2003,action,0.18,0.07,0.0,0.0,59.0,-1.0,e,0.25,для всех
1706,bratz ponyz 2,ds,2008,adventure,0.24,0.0,0.0,0.02,-1.0,-1.0,e,0.26,для всех
1707,littlest pet shop: friends,wii,2009,simulation,0.21,0.02,0.0,0.02,-1.0,-1.0,e,0.24999999999999997,для всех
1708,tony hawk: shred,x360,2010,sports,0.17,0.06,0.0,0.02,53.0,6.6,e,0.25,для всех
1709,rayman ds,ds,2005,platform,0.21,0.03,0.0,0.02,58.0,7.6,e,0.26,для всех
1710,atv: quad power racing,gba,2002,racing,0.18,0.07,0.0,0.0,49.0,-1.0,e,0.25,для всех
1711,zoo tycoon 2: ultimate collection,pc,2008,strategy,0.04,0.18,0.0,0.04,-1.0,8.4,e,0.26,для всех
1712,all-star baseball 2003,xb,2002,sports,0.19,0.06,0.0,0.01,79.0,8.1,e,0.26,для всех
1713,mtx mototrax,ps2,2004,racing,0.13,0.1,0.0,0.03,77.0,8.1,e,0.26,для всех
1714,nba shootout 2004,ps2,2003,sports,0.13,0.1,0.0,0.03,58.0,7.8,e,0.26,для всех
1715,formula one 2001,ps2,2001,racing,0.13,0.1,0.0,0.03,73.0,6.0,e,0.26,для всех
1716,the penguins of madagascar,ds,2010,action,0.12,0.11,0.0,0.02,-1.0,-1.0,e,0.24999999999999997,для всех
1717,madden nfl 2005,ds,2004,sports,0.24,0.0,0.0,0.02,68.0,7.7,e,0.26,для всех
1718,mvp baseball 2004,gc,2004,sports,0.2,0.05,0.0,0.01,89.0,8.5,e,0.26,для всех
1719,polarium,ds,2004,puzzle,0.13,0.01,0.11,0.01,73.0,8.4,e,0.26,для всех
